so,so_date,so_del_date,qty,closed,act_disp_qty,act_disp_date,rate,currency,customer,fgcode_id
17021677,27-07-2018,07-11-2018,48,1,48,,195,USD,"AUROMERE INC., Brazil",52
17021677,27-07-2018,07-11-2018,48,1,48,,194,USD,"AUROMERE INC., Brazil",48
17021678,02-08-2018,21-08-2018,100,1,100,,29.5,USD,NWI,250
17021678,02-08-2018,21-08-2018,924,1,924,,26.47,USD,NWI,251
17021679,02-08-2018,04-10-2018,702,1,702,,17.51,USD,NWI,263
17021679,02-08-2018,04-10-2018,216,1,216,,27.91,USD,NWI,264
17021679,02-08-2018,04-10-2018,2400,1,2400,,8.96,USD,NWI,285
17021679,02-08-2018,04-10-2018,216,1,216,,55.4,USD,NWI,256
17021680,02-08-2018,18-10-2018,192,1,192,,67.21,USD,NWI,335
17021680,02-08-2018,18-10-2018,378,1,378,,17.51,USD,NWI,263
17021680,02-08-2018,18-10-2018,350,1,350,,17.67,USD,NWI,259
17021680,02-08-2018,18-10-2018,210,1,210,,21.11,USD,NWI,371
17021680,02-08-2018,18-10-2018,200,1,200,,16.99,USD,NWI,67
17021680,02-08-2018,18-10-2018,200,1,200,,28.4,USD,NWI,254
17021680,02-08-2018,18-10-2018,210,1,210,,15.88,USD,NWI,275
17021680,02-08-2018,18-10-2018,224,1,224,,21.92,USD,NWI,282
17021681,02-08-2018,03-10-2018,736,1,736,,41.08,USD,NWI,266
17021681,02-08-2018,03-10-2018,960,1,960,,15.53,USD,NWI,271
17021682,06-08-2018,14-09-2018,1550,1,1550,,15.84,USD,"Bolgan, Ukrain",448
17021772,23-07-2018,11-10-2018,216,1,216,,64.05,USD,NWI,331
17021772,23-07-2018,11-10-2018,198,1,198,,65.76,USD,NWI,262
17021772,23-07-2018,11-10-2018,216,1,216,,17.51,USD,NWI,263
17021772,23-07-2018,11-10-2018,233,1,233,,27.91,USD,NWI,264
17021772,23-07-2018,11-10-2018,200,1,200,,17.67,USD,NWI,259
17021772,23-07-2018,11-10-2018,600,1,600,,8.96,USD,NWI,285
17021772,23-07-2018,11-10-2018,200,1,200,,28.4,USD,NWI,254
17021773,25-07-2018,11-10-2018,350,1,350,,67.68,USD,Kerala Nature,349
17021774,10-08-2018,30-11-2018,150,1,150,,,USD,Qatar,234
17021774,10-08-2018,30-11-2018,150,1,150,,,USD,Qatar,215
17021774,10-08-2018,30-11-2018,150,1,150,,,USD,Qatar,214
17021823,28-07-2018,23-11-2018,100,1,100,,20.02,USD,LASCO,309
17021823,28-07-2018,23-11-2018,450,1,450,,14.54,USD,LASCO,310
17021823,28-07-2018,23-11-2018,600,1,600,,22.32,USD,LASCO,308
17021823,28-07-2018,23-11-2018,100,1,100,,20.74,USD,LASCO,314
17021823,28-07-2018,23-11-2018,450,1,450,,16.13,USD,LASCO,315
17021823,28-07-2018,23-11-2018,400,1,400,,24.77,USD,LASCO,313
17021823,28-07-2018,23-11-2018,70,1,70,,21.46,USD,LASCO,316
17021823,28-07-2018,23-11-2018,808,1,808,,28.42,USD,LASCO,317
17021823,28-07-2018,23-11-2018,70,1,70,,25.2,USD,LASCO,319
17021823,28-07-2018,23-11-2018,70,1,70,,29.52,USD,LASCO,312
17021823,28-07-2018,23-11-2018,279,1,279,,15.1,USD,LASCO,311
17021824,31-07-2018,19-09-2018,4150,1,4150,,8.45,USD,Delta Int Trade,324
17021825,03-08-2018,10-10-2018,1578,1,1578,,8.45,USD,Delta Int Trade,330
17021825,03-08-2018,10-10-2018,668,1,668,,8.45,USD,Delta Int Trade,324
17021825,03-08-2018,10-10-2018,487,1,487,,8.15,USD,Delta Int Trade,327
17021825,03-08-2018,10-10-2018,413,1,413,,8.15,USD,Delta Int Trade,326
17021826,31-07-2018,11-10-2018,560,1,560,,38.22,USD,NWI,267
17021826,31-07-2018,11-10-2018,432,1,432,,12.57,USD,NWI,270
17021826,31-07-2018,11-10-2018,210,1,210,,21.11,USD,NWI,371
17021826,31-07-2018,11-10-2018,270,1,270,,14.51,USD,NWI,372
17021826,31-07-2018,11-10-2018,200,1,200,,37,USD,NWI,279
17021922,21-08-2018,22-04-2019,1600,1,1600,,9.36,USD,United Exchange Corporation,239
17021922,21-08-2018,21-01-2019,1550,1,1550,,9.36,USD,United Exchange Corporation,294
17021922,21-08-2018,21-01-2019,250,1,250,,0,USD,United Exchange Corporation,299
17021923,21-08-2018,17-10-2018,306,1,306,,24.72,USD,Lybar,468
17021923,21-08-2018,17-10-2018,280,1,280,,13.74,USD,Lybar,479
17021923,21-08-2018,17-10-2018,223,1,223,,13.74,USD,Lybar,478
17021924,25-08-2018,15-10-2018,685,1,685,,60.48,USD,Apeiron,55
17021925,25-08-2018,29-10-2018,348,1,348,,14.4,USD,Lybar,141
17021926,25-08-2018,29-10-2018,864,1,864,,17.51,USD,NWI,263
17021926,25-08-2018,29-10-2018,252,1,252,,27.91,USD,NWI,264
17021926,25-08-2018,29-10-2018,200,1,200,,17.67,USD,NWI,259
17021926,25-08-2018,29-10-2018,200,1,200,,17.7,USD,NWI,261
17021926,25-08-2018,29-10-2018,360,1,360,,28.4,USD,NWI,254
17021926,25-08-2018,29-10-2018,192,1,192,,21.17,USD,NWI,278
17021927,29-08-2018,13-11-2018,504,1,504,,12.57,USD,NWI,270
17021927,29-08-2018,13-11-2018,3120,1,3120,,8.96,USD,NWI,285
17021927,29-08-2018,13-11-2018,192,1,192,,45.49,USD,NWI,338
17021928,01-09-2018,15-10-2018,960,1,960,,38.22,USD,NWI,267
17021928,01-09-2018,15-10-2018,400,1,400,,15.53,USD,NWI,271
17021929,01-09-2018,18-10-2018,640,1,640,,38.22,USD,NWI,267
17021929,01-09-2018,18-10-2018,168,1,168,,48.64,USD,NWI,269
17021929,01-09-2018,18-10-2018,160,1,160,,15.53,USD,NWI,271
17021929,01-09-2018,18-10-2018,336,1,336,,23.97,USD,NWI,273
17021930,01-09-2018,30-10-2018,416,1,416,,38.22,USD,NWI,267
17021930,01-09-2018,30-10-2018,600,1,600,,48.64,USD,NWI,269
17021931,01-09-2018,08-11-2018,384,1,384,,41.08,USD,NWI,266
17021931,01-09-2018,08-11-2018,336,1,336,,38.22,USD,NWI,267
17021931,01-09-2018,08-11-2018,504,1,504,,12.57,USD,NWI,270
17021931,01-09-2018,08-11-2018,240,1,240,,15.53,USD,NWI,271
17021931,01-09-2018,08-11-2018,225,1,225,,14.51,USD,NWI,265
17021932,04-09-2018,13-11-2018,350,1,350,,67.68,USD,Kerala Nature,349
17021973,24-08-2018,09-10-2018,560,1,560,,38.22,USD,NWI,267
17021973,24-08-2018,09-10-2018,504,1,504,,12.57,USD,NWI,270
17021973,24-08-2018,09-10-2018,210,1,210,,23.97,USD,NWI,273
17021973,24-08-2018,09-10-2018,840,1,840,,8.96,USD,NWI,285
17021974,24-08-2018,11-10-2018,420,1,420,,41.08,USD,NWI,266
17021974,24-08-2018,11-10-2018,480,1,480,,48.64,USD,NWI,269
17021974,24-08-2018,11-10-2018,336,1,336,,18.9,USD,NWI,283
17021975,24-08-2018,17-09-2018,832,1,832,,38.22,USD,NWI,267
17021975,24-08-2018,17-09-2018,600,1,600,,48.64,USD,NWI,269
17021975,24-08-2018,17-09-2018,1440,1,1440,,15.53,USD,NWI,271
17021975,24-08-2018,17-09-2018,336,1,336,,23.97,USD,NWI,273
17021976,01-09-2018,06-11-2018,2700,1,2700,,22.56,USD,Keefe,70
17021977,01-09-2018,06-11-2018,388,1,388,,44.64,USD,Market Wise,302
17022073,04-09-2018,25-10-2018,125,1,125,,31.29,USD,Kenya,379
17022074,27-08-2018,30-10-2018,1104,1,1104,,24.72,USD,Mattes Trading,468
17022074,27-08-2018,30-10-2018,653,1,653,,13.74,USD,Mattes Trading,479
17022074,27-08-2018,30-10-2018,362,1,362,,13.74,USD,Mattes Trading,478
17022074,27-08-2018,30-10-2018,167,1,167,,26.22,USD,Mattes Trading,480
17022075,06-09-2018,25-10-2018,4150,1,4150,,8.39,USD,Delta Int Trade,330
17022075,06-09-2018,25-10-2018,4150,1,4150,,8.39,USD,Delta Int Trade,324
17022122,28-08-2018,23-10-2018,544,1,544,,41.08,USD,NWI,266
17022122,28-08-2018,23-10-2018,352,1,352,,38.22,USD,NWI,267
17022122,28-08-2018,23-10-2018,620,1,620,,15.53,USD,NWI,271
17022123,28-08-2018,27-10-2018,480,1,480,,41.08,USD,NWI,266
17022123,28-08-2018,27-10-2018,864,1,864,,12.57,USD,NWI,270
17022123,28-08-2018,27-10-2018,378,1,378,,23.97,USD,NWI,273
17022124,28-08-2018,29-10-2018,504,1,504,,48.64,USD,NWI,269
17022124,28-08-2018,29-10-2018,576,1,576,,55.4,USD,NWI,256
17022124,28-08-2018,29-10-2018,288,1,288,,14.36,USD,NWI,281
17022124,28-08-2018,29-10-2018,180,1,180,,77.18,USD,NWI,339
17022126,07-09-2018,15-11-2018,1120,1,1120,,38.22,USD,NWI,267
17022126,07-09-2018,15-11-2018,240,1,240,,8.96,USD,NWI,285
17022127,07-09-2018,20-11-2018,480,1,480,,38.22,USD,NWI,267
17022127,07-09-2018,20-11-2018,504,1,504,,12.57,USD,NWI,270
17022127,07-09-2018,20-11-2018,480,1,480,,15.53,USD,NWI,271
17022127,07-09-2018,20-11-2018,720,1,720,,8.96,USD,NWI,285
17022127,07-09-2018,20-11-2018,216,1,216,,55.4,USD,NWI,256
17022128,07-09-2018,15-11-2018,640,1,640,,38.22,USD,NWI,267
17022128,07-09-2018,15-11-2018,288,1,288,,48.64,USD,NWI,269
17022128,07-09-2018,15-11-2018,252,1,252,,23.97,USD,NWI,273
17022129,07-09-2018,08-11-2018,672,1,672,,48.64,USD,NWI,269
17022129,07-09-2018,08-11-2018,504,1,504,,12.57,USD,NWI,270
17022129,07-09-2018,08-11-2018,196,1,196,,18.9,USD,NWI,283
17022130,07-09-2018,08-11-2018,480,1,480,,15.53,USD,NWI,271
17022130,07-09-2018,08-11-2018,378,1,378,,17.51,USD,NWI,263
17022130,07-09-2018,08-11-2018,504,1,504,,12.57,USD,NWI,375
17022130,07-09-2018,08-11-2018,168,1,168,,21.92,USD,NWI,282
17022130,07-09-2018,08-11-2018,192,1,192,,45.49,USD,NWI,338
17022130,07-09-2018,08-11-2018,180,1,180,,77.18,USD,NWI,339
17022173,11-10-2018,17-12-2018,352,1,352,,41.08,USD,NWI,376
17022173,11-10-2018,17-12-2018,240,1,240,,48.64,USD,NWI,374
17022173,11-10-2018,17-12-2018,504,1,504,,12.57,USD,NWI,375
17022173,11-10-2018,17-12-2018,210,1,210,,21.11,USD,NWI,371
17022173,11-10-2018,17-12-2018,480,1,480,,10.71,USD,NWI,280
17022222,10-09-2018,22-11-2018,200,1,200,,27.22,USD,NWI,336
17022222,10-09-2018,22-11-2018,216,1,216,,64.05,USD,NWI,331
17022222,10-09-2018,22-11-2018,192,1,192,,67.21,USD,NWI,335
17022222,10-09-2018,22-11-2018,216,1,216,,27.91,USD,NWI,264
17022222,10-09-2018,22-11-2018,184,1,184,,16.99,USD,NWI,67
17022222,10-09-2018,22-11-2018,200,1,200,,28.4,USD,NWI,254
17022222,10-09-2018,22-11-2018,192,1,192,,19.66,USD,NWI,277
17022222,10-09-2018,22-11-2018,180,1,180,,15.88,USD,NWI,275
17022222,10-09-2018,22-11-2018,252,1,252,,18.9,USD,NWI,283
17022223,20-09-2018,27-11-2018,348,1,348,,26.1,USD,Dtales,481
17022224,20-09-2018,20-11-2018,402,1,402,,25.92,USD,Karsten Intl ,300
17022225,20-09-2018,06-12-2018,348,1,348,,36,USD,Thornton,161
17022226,20-09-2018,15-01-2019,216,1,216,,185,USD,AUROMERE INC.,39
17022226,20-09-2018,15-01-2019,144,1,144,,180,USD,AUROMERE INC.,52
17022226,20-09-2018,15-01-2019,432,1,432,,179,USD,AUROMERE INC.,48
17022227,22-09-2018,20-11-2018,720,1,720,,12.57,USD,NWI,270
17022227,22-09-2018,20-11-2018,600,1,600,,15.4,USD,NWI,268
17022227,22-09-2018,20-11-2018,504,1,504,,12.57,USD,NWI,375
17022227,22-09-2018,20-11-2018,192,1,192,,45.49,USD,NWI,338
17022228,22-09-2018,27-11-2018,209,1,209,,57.6,USD,Plak Smacker,360
17022233,28-09-2018,15-01-2019,640,1,640,,38.22,USD,NWI,267
17022233,28-09-2018,15-01-2019,312,1,312,,48.64,USD,NWI,269
17022233,28-09-2018,15-01-2019,320,1,320,,15.53,USD,NWI,271
17022234,28-09-2018,28-11-2018,336,1,336,,23.97,USD,NWI,273
17022234,28-09-2018,28-11-2018,270,1,270,,14.51,USD,NWI,265
17022234,28-09-2018,28-11-2018,352,1,352,,41.08,USD,NWI,376
17022234,28-09-2018,28-11-2018,192,1,192,,45.49,USD,NWI,338
17022234,28-09-2018,28-11-2018,180,1,180,,77.18,USD,NWI,339
17022237,09-10-2018,20-12-2018,150,1,150,,49.52,USD,Qatar,76
17022237,09-10-2018,20-12-2018,100,1,100,,49.52,USD,Qatar,74
17022237,09-10-2018,20-12-2018,100,1,100,,49.52,USD,Qatar,75
17022237,09-10-2018,20-12-2018,600,1,600,,34.39,USD,Qatar,106
17022237,09-10-2018,20-12-2018,1700,1,1700,,31.26,USD,Qatar,119
17022239,10-10-2018,17-12-2018,216,1,216,,64.05,USD,NWI,331
17022239,10-10-2018,17-12-2018,216,1,216,,17.76,USD,NWI,332
17022239,10-10-2018,17-12-2018,3000,1,3000,,8.96,USD,NWI,285
17022239,10-10-2018,17-12-2018,288,1,288,,55.4,USD,NWI,256
17022240,10-10-2018,05-12-2018,553,1,553,,24.72,USD,Tomas Rebicek,468
17022240,10-10-2018,05-12-2018,348,1,348,,13.74,USD,Tomas Rebicek,479
17022241,10-10-2018,29-01-2019,250,1,250,,17.64,USD,Tomas Rebicek,471
17022242,09-04-2019,28-04-2019,278,1,278,,,USD,Timus Pharma,72
17022243,19-10-2018,12-12-2018,417,1,417,,44.64,USD,Market Wise,303
17022286,17-10-2018,11-12-2018,462,1,462,,15.4,USD,NWI,268
17022286,17-10-2018,11-12-2018,2160,1,2160,,8.96,USD,NWI,285
17022286,17-10-2018,11-12-2018,432,1,432,,55.4,USD,NWI,256
17022286,17-10-2018,11-12-2018,192,1,192,,45.49,USD,NWI,338
17022325,05-10-2018,04-12-2018,504,1,504,,12.57,USD,NWI,270
17022325,05-10-2018,04-12-2018,270,1,270,,14.51,USD,NWI,265
17022325,05-10-2018,04-12-2018,240,1,240,,48.64,USD,NWI,374
17022325,05-10-2018,04-12-2018,480,1,480,,8.96,USD,NWI,285
17022325,05-10-2018,04-12-2018,360,1,360,,55.4,USD,NWI,256
17022325,05-10-2018,04-12-2018,180,1,180,,77.18,USD,NWI,339
17022326,06-10-2018,07-01-2019,864,1,864,,38.22,USD,NWI,267
17022326,06-10-2018,07-01-2019,336,1,336,,23.97,USD,NWI,273
17022327,06-10-2018,10-12-2018,528,1,528,,48.64,USD,NWI,269
17022327,06-10-2018,10-12-2018,800,1,800,,15.53,USD,NWI,271
17022327,06-10-2018,10-12-2018,480,1,480,,8.96,USD,NWI,285
17022378,04-10-2018,10-12-2018,198,1,198,,65.76,USD,NWI,262
17022378,04-10-2018,10-12-2018,192,1,192,,67.21,USD,NWI,335
17022378,04-10-2018,10-12-2018,200,1,200,,17.67,USD,NWI,259
17022378,04-10-2018,10-12-2018,1440,1,1440,,8.96,USD,NWI,285
17022378,04-10-2018,10-12-2018,216,1,216,,16.99,USD,NWI,67
17022378,04-10-2018,10-12-2018,288,1,288,,21.17,USD,NWI,278
17022380,10-10-2018,07-12-2018,335,1,335,,32.4,USD,Olman LLC,350
17022380,10-10-2018,07-12-2018,250,1,250,,12.8,USD,Olman LLC,447
17022380,10-10-2018,07-12-2018,150,1,150,,15.5,USD,Olman LLC,466
17022380,10-10-2018,07-12-2018,150,1,150,,13,USD,Olman LLC,463
17022380,10-10-2018,07-12-2018,200,1,200,,14.5,USD,Olman LLC,462
17022380,10-10-2018,07-12-2018,250,1,250,,13.5,USD,Olman LLC,465
17022380,10-10-2018,07-12-2018,1200,1,1200,,28.8,USD,Olman LLC,107
17022381,10-10-2018,20-12-2018,180,1,180,,44.4,USD,Fiji,452
17022381,10-10-2018,20-12-2018,200,1,200,,44.4,USD,Fiji,457
17022381,10-10-2018,20-12-2018,210,1,210,,44.4,USD,Fiji,475
17022381,10-10-2018,20-12-2018,150,1,150,,44.4,USD,Fiji,455
17022381,10-10-2018,20-12-2018,150,1,150,,44.4,USD,Fiji,453
17022572,22-10-2018,19-12-2018,105,1,105,,52.8,USD,Kerala Nature,353
17022572,22-10-2018,19-12-2018,350,1,350,,67.68,USD,Kerala Nature,349
17022622,22-10-2018,20-12-2018,550,1,550,,0,USD,Qatar,76
17022622,22-10-2018,20-12-2018,439,1,439,,0,USD,Qatar,74
17022622,22-10-2018,20-12-2018,450,1,450,,0,USD,Qatar,75
17022622,22-10-2018,20-12-2018,400,1,400,,0,USD,Qatar,77
17022622,22-10-2018,20-12-2018,350,1,350,,0,USD,Qatar,135
17022622,22-10-2018,20-12-2018,950,1,950,,0,USD,Qatar,106
17022622,22-10-2018,20-12-2018,1350,1,1350,,0,USD,Qatar,119
17022672,23-10-2018,13-12-2018,1000,1,1000,,4.92,USD,Delta Int Trade,329
17022672,23-10-2018,13-12-2018,3200,1,3200,,8.33,USD,Delta Int Trade,330
17022672,23-10-2018,13-12-2018,4000,1,4000,,8.33,USD,Delta Int Trade,324
17022672,23-10-2018,13-12-2018,1000,1,1000,,8.15,USD,Delta Int Trade,326
17022722,25-10-2018,04-01-2019,480,1,480,,48.64,USD,NWI,269
17022722,25-10-2018,04-01-2019,360,1,360,,14.51,USD,NWI,265
17022722,25-10-2018,04-01-2019,1440,1,1440,,8.96,USD,NWI,285
17022723,25-10-2018,10-01-2019,200,1,200,,27.22,USD,NWI,336
17022723,25-10-2018,10-01-2019,280,1,280,,61,USD,NWI,260
17022723,25-10-2018,10-01-2019,216,1,216,,17.51,USD,NWI,263
17022723,25-10-2018,10-01-2019,207,1,207,,17.76,USD,NWI,332
17022723,25-10-2018,10-01-2019,200,1,200,,17.67,USD,NWI,259
17022723,25-10-2018,10-01-2019,185,1,185,,28.4,USD,NWI,254
17022723,25-10-2018,10-01-2019,192,1,192,,19.66,USD,NWI,277
17022723,25-10-2018,10-01-2019,217,1,217,,21.17,USD,NWI,278
17022723,25-10-2018,10-01-2019,180,1,180,,77.18,USD,NWI,339
17022724,25-10-2018,17-12-2018,380,1,380,,29.52,USD,Karsten Intl ,145
17022772,27-10-2018,05-12-2018,800,1,800,,21.25,USD,Dynarex Corp,153
17022775,03-11-2018,26-12-2018,182,1,182,,65.76,USD,NWI,262
17022775,03-11-2018,26-12-2018,1296,1,1296,,17.51,USD,NWI,263
17022775,03-11-2018,26-12-2018,216,1,216,,16.99,USD,NWI,67
17022775,03-11-2018,26-12-2018,309,1,309,,28.4,USD,NWI,254
17022776,09-11-2018,07-01-2019,564,1,564,,25.56,USD,Karsten Intl ,146
17022777,09-11-2018,17-01-2019,576,1,576,,38.22,USD,NWI,267
17022777,09-11-2018,17-01-2019,420,1,420,,21.11,USD,NWI,371
17022777,09-11-2018,17-01-2019,270,1,270,,14.51,USD,NWI,372
17022777,09-11-2018,17-01-2019,319,1,319,,10.71,USD,NWI,280
17022778,19-11-2018,28-01-2019,2694,1,2694,,25.3,USD,"NAWI ZAMAN , AFGHANISTAN",132
17022779,19-11-2018,28-01-2019,2300,1,2300,,26.4,USD,"NAWI ZAMAN , AFGHANISTAN",114
17022872,31-10-2018,10-01-2019,504,1,504,,12.57,USD,NWI,270
17022872,31-10-2018,10-01-2019,2912,1,2912,,8.96,USD,NWI,285
17022872,31-10-2018,10-01-2019,180,1,180,,77.18,USD,NWI,339
17022874,16-11-2018,24-01-2019,448,1,448,,41.08,USD,NWI,266
17022874,16-11-2018,24-01-2019,252,1,252,,21.11,USD,NWI,371
17022874,16-11-2018,24-01-2019,216,1,216,,55.4,USD,NWI,256
17022874,16-11-2018,24-01-2019,192,1,192,,45.49,USD,NWI,338
17022874,16-11-2018,24-01-2019,180,1,180,,77.18,USD,NWI,339
17022926,03-12-2018,17-01-2019,1042,1,1042,,13.44,USD,Ashtel,59
17022978,14-12-2018,13-02-2019,500,1,500,,24.72,USD,Tomas Rebicek,468
17022978,14-12-2018,13-02-2019,134,1,134,,25.6,USD,Tomas Rebicek,461
17022978,14-12-2018,13-02-2019,280,1,280,,13.74,USD,Tomas Rebicek,479
17022979,14-12-2018,13-02-2019,1320,1,1320,,13.74,USD,Tomas Rebicek,479
17022979,14-12-2018,13-02-2019,792,1,792,,13.74,USD,Tomas Rebicek,478
17022984,21-12-2018,01-02-2019,650,1,650,,24.4,USD,Uragme Srl,142
17022985,21-12-2018,26-02-2019,973,1,973,,20.34,USD,Bigcorp,369
17023022,22-11-2018,23-01-2019,504,1,504,,12.57,USD,NWI,270
17023022,22-11-2018,23-01-2019,270,1,270,,14.51,USD,NWI,265
17023022,22-11-2018,23-01-2019,233,1,233,,17.33,USD,NWI,333
17023022,22-11-2018,23-01-2019,243,1,243,,14.88,USD,NWI,373
17023022,22-11-2018,23-01-2019,400,1,400,,48.91,USD,NWI,274
17023023,22-11-2018,21-01-2019,348,1,348,,26.1,USD,Dtales,58
17023024,22-11-2018,17-01-2019,970,1,970,,16,USD,Karsten Intl ,504
17023028,28-11-2018,10-01-2019,512,1,512,,38.22,USD,NWI,267
17023028,28-11-2018,10-01-2019,1170,1,1170,,14.51,USD,NWI,265
17023029,28-11-2018,29-01-2019,192,1,192,,67.21,USD,NWI,335
17023029,28-11-2018,29-01-2019,324,1,324,,17.51,USD,NWI,263
17023029,28-11-2018,29-01-2019,216,1,216,,17.76,USD,NWI,332
17023029,28-11-2018,29-01-2019,216,1,216,,27.91,USD,NWI,264
17023029,28-11-2018,29-01-2019,200,1,200,,17.67,USD,NWI,259
17023029,28-11-2018,29-01-2019,179,1,179,,17.7,USD,NWI,261
17023029,28-11-2018,29-01-2019,200,1,200,,28.4,USD,NWI,254
17023029,28-11-2018,29-01-2019,186,1,186,,21.92,USD,NWI,282
17023030,28-11-2018,23-01-2019,1184,1,1184,,38.22,USD,NWI,267
17023031,28-11-2018,24-01-2019,624,1,624,,48.64,USD,NWI,269
17023031,28-11-2018,24-01-2019,210,1,210,,21.11,USD,NWI,371
17023031,28-11-2018,24-01-2019,192,1,192,,45.49,USD,NWI,338
17023032,28-11-2018,29-01-2019,834,1,834,,4.12,USD,Tomas Rebicek,468
17023032,28-11-2018,29-01-2019,560,1,560,,2.29,USD,Tomas Rebicek,479
17023032,28-11-2018,29-01-2019,223,1,223,,2.29,USD,Tomas Rebicek,478
17023033,28-11-2018,29-01-2019,280,1,280,,2.22,USD,Tomas Rebicek,451
17023033,28-11-2018,29-01-2019,348,1,348,,2.28,USD,Tomas Rebicek,141
17023039,22-12-2018,04-03-2019,280,1,280,,61,USD,NWI,260
